,Unnamed: 0,agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist,DateTime,gage_height_m,discharge_cms
266,77.0,USGS,12200500.0,273,12/15/1967 8:39,PST,Yes,RQ,USGS,15.29,16600,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16600.0,611.0,5670.0,2.93,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1967-12-15 08:39:00,4.660392,470.0596534272001
267,78.0,USGS,12200500.0,274,1/26/1968 13:37,PST,Yes,RQ,USGS,21.03,34900,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,34900.0,624.0,9040.0,3.83,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1968-01-26 13:37:00,6.409944,988.2579460608001
268,79.0,USGS,12200500.0,275,3/22/1968 14:25,PST,Yes,RQ,USGS,13.1,11100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,11100.0,604.0,4520.0,2.46,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1968-03-22 14:25:00,3.99288,314.31699717120006
269,80.0,USGS,12200500.0,276,5/17/1968,,Yes,RQ,USGS,15.45,17100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,17100.0,610.0,5840.0,2.98,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1968-05-17 00:00:00,4.70916,484.21807672320006
270,81.0,USGS,12200500.0,277,6/19/1968 13:20,PDT,Yes,RQ/SRE,USGS,19.76,30100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,30100.0,625.0,8460.0,3.56,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1968-06-19 13:20:00,6.022848000000001,852.3370824192001
271,82.0,USGS,12200500.0,278,9/23/1968 15:45,PDT,Yes,RQ,USGS,14.06,13800,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13800.0,606.0,4690.0,2.94,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1968-09-23 15:45:00,4.285488,390.77248296960005
272,83.0,USGS,12200500.0,279,12/2/1968 13:15,PST,Yes,RQ,USGS,15.75,18100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,18100.0,612.0,6060.0,2.99,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1968-12-02 13:15:00,4.8006,512.5349233152001
273,84.0,USGS,12200500.0,280,2/28/1969 11:00,PST,Yes,SRE,USGS,13.38,12400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12400.0,605.0,4720.0,2.63,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1969-02-28 11:00:00,4.0782240000000005,351.1288977408
274,85.0,USGS,12200500.0,281,4/11/1969 11:00,PST,Yes,SRE,USGS,13.97,13400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13400.0,600.0,4920.0,2.72,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1969-04-11 11:00:00,4.258056000000001,379.4457443328001
275,86.0,USGS,12200500.0,282,5/9/1969 13:15,PDT,Yes,SRE,USGS,18.81,27600,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,27600.0,618.0,7900.0,3.49,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1969-05-09 13:15:00,5.733288,781.5449659392001
276,87.0,USGS,12200500.0,283,6/18/1969 8:45,PDT,Yes,SRE,USGS,21.73,37300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,37300.0,625.0,9710.0,3.84,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1969-06-18 08:45:00,6.623304,1056.2183778816002
277,88.0,USGS,12200500.0,284,8/11/1969 10:40,PDT,Yes,SRE,USGS,10.8,6470,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,6470.0,595.0,3190.0,2.03,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1969-08-11 10:40:00,3.2918400000000005,183.20999745024002
278,89.0,USGS,12200500.0,285,9/12/1969 10:30,PDT,Yes,SRE,USGS,10.86,7020,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,7020.0,595.0,2930.0,2.4,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1969-09-12 10:30:00,3.310128,198.78426307584002
279,90.0,USGS,12200500.0,286,11/20/1969 12:30,PST,Yes,SRE,USGS,12.95,11300,Unspecified,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,11300.0,600.0,4310.0,2.62,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1969-11-20 12:30:00,3.94716,319.98036648960004
280,91.0,USGS,12200500.0,287,12/21/1969 11:10,PST,Yes,SRE,USGS,15.38,17200,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,17200.0,610.0,5860.0,2.94,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1969-12-21 11:10:00,4.687824000000001,487.04976138240005
281,92.0,USGS,12200500.0,288,3/26/1970 10:20,PST,Yes,SRE,USGS,13.61,12800,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12800.0,600.0,4830.0,2.65,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1970-03-26 10:20:00,4.148328,362.45563637760006
282,93.0,USGS,12200500.0,290,9/18/1970 8:00,PDT,Yes,WVF,USGS,14.82,17500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,17500.0,601.0,5920.0,2.97,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1970-09-18 08:00:00,4.517136000000001,495.5448153600001
283,94.0,USGS,12200500.0,291,10/21/1970 8:50,PDT,Yes,WVF,USGS,11.82,9240,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,9240.0,590.0,3890.0,2.38,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1970-10-21 08:50:00,3.602736,261.64766251008007
284,95.0,USGS,12200500.0,292,12/18/1970 8:15,PST,Yes,WVF,USGS,13.24,12600,Unspecified,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12600.0,600.0,4960.0,2.54,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1970-12-18 08:15:00,4.035552,356.79226705920007
285,96.0,USGS,12200500.0,293,1/31/1971,,Yes,JWM/OCH,USGS,28.48,69400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,69400.0,655.0,14500.0,4.79,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1971-01-31 00:00:00,8.680704,1965.1891534848003
286,97.0,USGS,12200500.0,294,3/18/1971 14:30,PST,Yes,JWM,USGS,12.98,11700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,11700.0,604.0,4510.0,2.6,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1971-03-18 14:30:00,3.9563040000000003,331.3071051264001
287,98.0,USGS,12200500.0,295,5/12/1971 16:00,PDT,Yes,JWM,USGS,20.9,35200,Unspecified,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,35200.0,625.0,9470.0,3.72,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1971-05-12 16:00:00,6.3703199999999995,996.7530000384002
288,99.0,USGS,12200500.0,297,9/17/1971,,Yes,JWM,USGS,10.56,6440,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,6440.0,595.0,3070.0,2.1,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1971-09-17 00:00:00,3.218688,182.36049205248003
289,100.0,USGS,12200500.0,298,12/22/1971,,Yes,JWM,USGS,14.08,14400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14400.0,607.0,5310.0,2.71,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1971-12-22 00:00:00,4.291584,407.76259092480007
290,101.0,USGS,12200500.0,299,2/10/1972,,Yes,JWM,USGS,15.04,16800,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16800.0,610.0,5950.0,2.82,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1972-02-10 00:00:00,4.584192,475.7230227456001
291,102.0,USGS,12200500.0,300,4/14/1972,,Yes,JWM,USGS,15.23,17000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,17000.0,606.0,5930.0,2.87,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1972-04-14 00:00:00,4.642104000000001,481.38639206400006
292,103.0,USGS,12200500.0,301,6/22/1972 19:30,PDT,Yes,JWM,USGS,21.49,37400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,37400.0,625.0,9560.0,3.91,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1972-06-22 19:30:00,6.550152,1059.0500625408001
293,104.0,USGS,12200500.0,302,8/23/1972 10:00,PDT,Yes,JWM,USGS,15.49,18700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,18700.0,610.0,6200.0,3.02,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1972-08-23 10:00:00,4.721352,529.5250312704001
294,105.0,USGS,12200500.0,303,10/17/1972 17:30,PDT,Yes,JWM/DND,USGS,10.79,7450,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,7450.0,600.0,3030.0,2.46,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1972-10-17 17:30:00,3.288792,210.96050711040004
295,106.0,USGS,12200500.0,304,12/7/1972 11:25,PST,Yes,JWM,USGS,13.49,13900,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13900.0,605.0,4900.0,2.84,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1972-12-07 11:25:00,4.111752,393.60416762880004
296,107.0,USGS,12200500.0,305,2/2/1973 11:10,PST,Yes,DT,USGS,12.98,12300,Fair,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12300.0,540.0,4190.0,2.94,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1973-02-02 11:10:00,3.9563040000000003,348.29721308160003
297,108.0,USGS,12200500.0,306,5/10/1973 11:00,PDT,Yes,DT,USGS,13.95,15500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,15500.0,600.0,5450.0,2.84,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1973-05-10 11:00:00,4.25196,438.91112217600005
298,109.0,USGS,12200500.0,307,8/1/1973,,Yes,EAJ,USGS,13.64,14600,Unspecified,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14600.0,605.0,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1973-08-01 00:00:00,4.157472,413.42596024320005
299,110.0,USGS,12200500.0,308,9/25/1973 8:30,PDT,Yes,REQ,USGS,10.84,7820,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,7820.0,597.0,3330.0,2.35,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1973-09-25 08:30:00,3.3040320000000003,221.43774034944002
300,111.0,USGS,12200500.0,309,11/21/1973 11:30,PST,Yes,REQ,USGS,13.82,14600,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14600.0,613.0,5400.0,2.7,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1973-11-21 11:30:00,4.2123360000000005,413.42596024320005
301,112.0,USGS,12200500.0,310,1/10/1974 16:30,PDT,Yes,REQ,USGS,13.99,15300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,15300.0,610.0,5490.0,2.79,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1974-01-10 16:30:00,4.264152,433.24775285760006
302,113.0,USGS,12200500.0,311,4/4/1974,,Yes,DT/GC,USGS,15.82,20500,Unspecified,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,20500.0,610.0,6460.0,3.17,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1974-04-04 00:00:00,4.821936,580.4953551360001
303,114.0,USGS,12200500.0,312,5/20/1974,,Yes,REQ,USGS,14.17,15900,Fair,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,15900.0,657.0,4930.0,3.23,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1974-05-20 00:00:00,4.319016,450.2378608128001
304,115.0,USGS,12200500.0,313,7/9/1974 8:40,PDT,Yes,REQ/MM,USGS,21.73,39000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,39000.0,623.0,10200.0,3.82,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1974-07-09 08:40:00,6.623304,1104.3570170880002
305,116.0,USGS,12200500.0,314,10/3/1974 16:00,PDT,Yes,REQ,USGS,10.47,6850,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,6850.0,596.0,2770.0,2.47,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1974-10-03 16:00:00,3.1912560000000005,193.97039915520003
306,117.0,USGS,12200500.0,315,11/18/1974 15:30,PST,Yes,REQ,USGS,13.08,13100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13100.0,602.0,4730.0,2.77,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1974-11-18 15:30:00,3.986784,370.95069035520004
307,118.0,USGS,12200500.0,316,1/22/1975,,Yes,DET,USGS,16.03,21500,Unspecified,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,21500.0,600.0,6700.0,3.21,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1975-01-22 00:00:00,4.885944,608.8122017280001
308,119.0,USGS,12200500.0,317,3/17/1975 16:20,PDT,Yes,REQ,USGS,13.8,15300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,15300.0,605.0,5330.0,2.87,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1975-03-17 16:20:00,4.20624,433.24775285760006
309,120.0,USGS,12200500.0,318,5/19/1975,,Yes,REQ,USGS,16.34,21600,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,21600.0,611.0,7040.0,3.07,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1975-05-19 00:00:00,4.980432,611.6438863872
310,121.0,USGS,12200500.0,319,7/10/1975 10:02,PDT,Yes,REQ,USGS,23.98,48800,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,48800.0,627.0,11500.0,4.24,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1975-07-10 10:02:00,7.3091040000000005,1381.8621136896002
311,122.0,USGS,12200500.0,320,9/29/1975 18:00,PDT,Yes,REQ,USGS,9.14,5060,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,5060.0,573.0,2460.0,2.06,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1975-09-29 18:00:00,2.7858720000000003,143.28324375552003
312,123.0,USGS,12200500.0,321,9/30/1975 10:00,PDT,Yes,REQ,USGS,9.73,6230,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,6230.0,585.0,2800.0,2.22,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1975-09-30 10:00:00,2.965704,176.41395426816004
313,124.0,USGS,12200500.0,322,11/21/1975 10:00,PST,Yes,REQ/JKI,USGS,16.94,24000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,24000.0,613.0,7430.0,3.24,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1975-11-21 10:00:00,5.163312,679.6043182080001
314,125.0,USGS,12200500.0,323,1/20/1976,,Yes,JKI,USGS,16.6,24100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,24100.0,612.0,7530.0,3.2,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1976-01-20 00:00:00,5.059680000000001,682.4360028672002
315,126.0,USGS,12200500.0,324,3/22/1976 14:55,PST,Yes,REQ,USGS,12.35,12700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12700.0,602.0,4790.0,2.65,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1976-03-22 14:55:00,3.7642800000000003,359.62395171840006
316,127.0,USGS,12200500.0,325,5/17/1976 10:23,PDT,Yes,JKI,USGS,16.79,24200,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,24200.0,610.0,7480.0,3.24,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1976-05-17 10:23:00,5.117592,685.2676875264001
317,128.0,USGS,12200500.0,326,7/14/1976 14:05,PDT,Yes,JKI,USGS,17.52,26200,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,26200.0,612.0,7920.0,3.31,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1976-07-14 14:05:00,5.340096,741.9013807104001
318,129.0,USGS,12200500.0,327,9/21/1976 11:00,PDT,Yes,JKI,USGS,11.45,10400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,10400.0,595.0,4230.0,2.46,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1976-09-21 11:00:00,3.48996,294.49520455680005
319,130.0,USGS,12200500.0,328,11/15/1976 11:20,PST,Yes,JKI,USGS,9.51,6120,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,6120.0,586.0,3190.0,1.92,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1976-11-15 11:20:00,2.898648,173.29910114304002
320,131.0,USGS,12200500.0,329,3/14/1977 11:00,PST,Yes,JKI,USGS,14.01,16400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16400.0,604.0,5790.0,2.83,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1977-03-14 11:00:00,4.2702480000000005,464.39628410880005
321,132.0,USGS,12200500.0,330,5/17/1977 11:45,PDT,Yes,JKI,USGS,12.19,12700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12700.0,600.0,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1977-05-17 11:45:00,3.715512,359.62395171840006
322,133.0,USGS,12200500.0,331,7/18/1977 12:05,PDT,Yes,JKI,USGS,12.09,12300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12300.0,596.0,4790.0,2.57,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1977-07-18 12:05:00,3.685032,348.29721308160003
323,134.0,USGS,12200500.0,332,8/16/1977 11:25,PDT,Yes,JKI,USGS,11.1,10100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,10100.0,592.0,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1977-08-16 11:25:00,3.38328,286.00015057920007
324,135.0,USGS,12200500.0,333,9/20/1977 11:15,PDT,Yes,JKI,USGS,9.87,6980,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,6980.0,591.0,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1977-09-20 11:15:00,3.0083759999999997,197.65158921216002
325,136.0,USGS,12200500.0,334,10/11/1977 16:30,PDT,Yes,REQ,USGS,8.78,4840,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,4840.0,580.0,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1977-10-11 16:30:00,2.676144,137.05353750528002
326,137.0,USGS,12200500.0,335,12/7/1977,,Yes,JKI,USGS,17.82,27500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,27500.0,610.0,8110.0,3.39,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1977-12-07 00:00:00,5.431536,778.7132812800002
327,138.0,USGS,12200500.0,336,2/13/1978 12:00,PST,Yes,JKI,USGS,13.09,14300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14300.0,598.0,5040.0,2.84,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1978-02-13 12:00:00,3.9898320000000003,404.9309062656001
328,139.0,USGS,12200500.0,337,4/17/1978 11:15,PST,Yes,JKI,USGS,11.04,9880,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,9880.0,594.0,4100.0,2.41,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1978-04-17 11:15:00,3.364992,279.77044432896
329,140.0,USGS,12200500.0,338,6/19/1978 11:25,PDT,Yes,JKI,USGS,13.3,15400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,15400.0,599.0,5410.0,2.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1978-06-19 11:25:00,4.05384,436.07943751680006
330,141.0,USGS,12200500.0,339,9/18/1978 12:45,PDT,Yes,JKI,USGS,12.64,13000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13000.0,598.0,4830.0,2.69,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1978-09-18 12:45:00,3.8526720000000005,368.11900569600004
331,142.0,USGS,12200500.0,340,11/7/1978 11:13,PST,Yes,JKI,USGS,14.16,16900,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16900.0,604.0,5920.0,2.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1978-11-07 11:13:00,4.315968000000001,478.55470740480007
332,143.0,USGS,12200500.0,341,2/20/1979 13:00,PST,Yes,JKI,USGS,12.37,12800,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12800.0,598.0,4870.0,2.63,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1979-02-20 13:00:00,3.770376,362.45563637760006
333,144.0,USGS,12200500.0,342,5/16/1979 13:30,PDT,Yes,JKI,USGS,13.6,16000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16000.0,600.0,5530.0,2.89,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1979-05-16 13:30:00,4.1452800000000005,453.0695454720001
334,145.0,USGS,12200500.0,343,10/4/1979,,Yes,JKI,USGS,8.7,4970,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,4970.0,553.0,2680.0,1.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1979-10-04 00:00:00,2.65176,140.73472756224
335,146.0,USGS,12200500.0,344,1/23/1980 14:55,PST,Yes,JKI,USGS,13.63,15700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,15700.0,604.0,5370.0,2.92,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1980-01-23 14:55:00,4.154424000000001,444.5744914944001
336,147.0,USGS,12200500.0,345,5/14/1980,,Yes,JKI,USGS,12.58,13100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13100.0,594.0,4770.0,2.75,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1980-05-14 00:00:00,3.834384,370.95069035520004
337,148.0,USGS,12200500.0,346,7/30/1980,,Yes,JKI,USGS,11.62,10900,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,10900.0,595.0,4130.0,2.64,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1980-07-30 00:00:00,3.541776,308.65362785280007
338,149.0,USGS,12200500.0,347,11/12/1980,,Yes,JKI,USGS,16.11,22400,Excellent,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,22400.0,606.0,6880.0,3.26,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1980-11-12 00:00:00,4.910328,634.2973636608001
339,150.0,USGS,12200500.0,348,2/27/1981,,Yes,JKI,USGS,14.31,16800,Excellent,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16800.0,608.0,5460.0,3.08,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1981-02-27 00:00:00,4.361688,475.7230227456001
340,151.0,USGS,12200500.0,349,6/6/1981,,Yes,JKI,USGS,18.06,28900,Excellent,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,28900.0,608.0,8080.0,3.58,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1981-06-06 00:00:00,5.504688,818.3568665088001
341,152.0,USGS,12200500.0,350,8/28/1981,,Yes,JKI,USGS,10.27,7460,Excellent,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,7460.0,564.0,3240.0,2.3,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1981-08-28 00:00:00,3.130296,211.24367557632004
342,153.0,USGS,12200500.0,351,11/17/1981 12:30,PST,Yes,WVF,USGS,14.2,16700,Excellent,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16700.0,613.0,5750.0,2.9,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1981-11-17 12:30:00,4.32816,472.8913380864001
343,154.0,USGS,12200500.0,352,1/12/1982 11:05,PST,Yes,JKI,USGS,11.57,10500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,10500.0,596.0,4110.0,2.55,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1982-01-12 11:05:00,3.526536,297.32688921600004
