,Unnamed: 0,agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist,DateTime,gage_height_m,discharge_cms
171,,,,176,9/23/1957,,,,,10.28,5060,,,,,,,,,,,,,,,,,,,,,,,1957-09-23 00:00:00,3.133344,143.28324375552003
172,,,,177,11/16/1957,,,,,13.79,12400,,,,,,,,,,,,,,,,,,,,,,,1957-11-16 00:00:00,4.203192,351.1288977408
173,,,,178,12/19/1957,,,,,13.7,12600,,,,,,,,,,,,,,,,,,,,,,,1957-12-19 00:00:00,4.17576,356.79226705920007
174,,,,179,2/6/1958,,,,,14.1,12800,,,,,,,,,,,,,,,,,,,,,,,1958-02-06 00:00:00,4.29768,362.45563637760006
175,,,,180,3/14/1958,,,,,12.97,10100,,,,,,,,,,,,,,,,,,,,,,,1958-03-14 00:00:00,3.9532560000000005,286.00015057920007
176,,,,181,4/18/1958,,,,,14.85,14300,,,,,,,,,,,,,,,,,,,,,,,1958-04-18 00:00:00,4.52628,404.9309062656001
177,,,,182,6/6/1958,,,,,19.26,27900,,,,,,,,,,,,,,,,,,,,,,,1958-06-06 00:00:00,5.8704480000000006,790.0400199168001
178,,,,183,7/15/1958,,,,,13.54,11500,,,,,,,,,,,,,,,,,,,,,,,1958-07-15 00:00:00,4.1269919999999995,325.64373580800003
179,,,,184,8/29/1958,,,,,11.62,6560,,,,,,,,,,,,,,,,,,,,,,,1958-08-29 00:00:00,3.541776,185.75851364352002
180,,,,185,10/10/1958,,,,,17.2,20800,,,,,,,,,,,,,,,,,,,,,,,1958-10-10 00:00:00,5.24256,588.9904091136001
181,,,,186,11/14/1958,,,,,20.27,29000,,,,,,,,,,,,,,,,,,,,,,,1958-11-14 00:00:00,6.1782960000000005,821.1885511680001
182,,,,187,12/31/1958,,,,,18.98,26000,,,,,,,,,,,,,,,,,,,,,,,1958-12-31 00:00:00,5.7851040000000005,736.2380113920001
183,,,,188,1/30/1959,,,,,16.92,19600,,,,,,,,,,,,,,,,,,,,,,,1959-01-30 00:00:00,5.157216000000001,555.0101932032001
184,,,,189,3/6/1959,,,,,14.67,13900,,,,,,,,,,,,,,,,,,,,,,,1959-03-06 00:00:00,4.4714160000000005,393.60416762880004
185,,,,190,4/8/1959,,,,,15.86,17400,,,,,,,,,,,,,,,,,,,,,,,1959-04-08 00:00:00,4.834128,492.7131307008001
186,,,,191,5/15/1959,,,,,20.48,31200,,,,,,,,,,,,,,,,,,,,,,,1959-05-15 00:00:00,6.242304000000001,883.4856136704001
187,,,,192,6/22/1959,,,,,20.73,32100,,,,,,,,,,,,,,,,,,,,,,,1959-06-22 00:00:00,6.318504000000001,908.9707756032001
188,,,,193,7/24/1959,,,,,18.22,25100,,,,,,,,,,,,,,,,,,,,,,,1959-07-24 00:00:00,5.553456,710.7528494592001
189,0.0,USGS,12200500.0,194,8/29/1959,,Yes,JRW,USGS,14.69,14400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14400.0,610.0,4890.0,2.94,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1959-08-29 00:00:00,4.477512,407.76259092480007
190,1.0,USGS,12200500.0,195,10/2/1959,,Yes,JRW,USGS,14.39,13700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13700.0,610.0,4860.0,2.82,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1959-10-02 00:00:00,4.386072,387.94079831040006
191,2.0,USGS,12200500.0,196,11/8/1959,,Yes,JRW,USGS,14.36,13700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13700.0,610.0,4760.0,2.88,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1959-11-08 00:00:00,4.376928,387.94079831040006
193,4.0,USGS,12200500.0,198,1/17/1960,,Yes,JRW,USGS,13.59,11900,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,11900.0,605.0,4080.0,2.92,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1960-01-17 00:00:00,4.142232,336.97047444480006
195,6.0,USGS,12200500.0,200,3/22/1960,,Yes,WMM,USGS,13.96,13000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13000.0,610.0,4580.0,2.84,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1960-03-22 00:00:00,4.255008,368.11900569600004
196,7.0,USGS,12200500.0,201,5/4/1960,,Yes,JRW,USGS,15.61,16500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16500.0,615.0,5570.0,2.96,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1960-05-04 00:00:00,4.757928,467.2279687680001
197,8.0,USGS,12200500.0,202,6/2/1960,,Yes,EAJ,USGS,17.8,21300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,21300.0,623.0,6020.0,3.54,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1960-06-02 00:00:00,5.425440000000001,603.1488324096001
198,9.0,USGS,12200500.0,203,7/14/1960,,Yes,DR,USGS,15.87,18000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,18000.0,610.0,5470.0,3.29,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1960-07-14 00:00:00,4.837176,509.70323865600005
199,10.0,USGS,12200500.0,204,8/20/1960,,Yes,JRW,USGS,12.97,10800,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,10800.0,600.0,3910.0,2.76,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1960-08-20 00:00:00,3.9532560000000005,305.8219431936
200,11.0,USGS,12200500.0,205,9/23/1960,,Yes,WMD,USGS,10.52,5400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,5400.0,565.0,2600.0,2.08,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1960-09-23 00:00:00,3.206496,152.9109715968
201,12.0,USGS,12200500.0,206,11/10/1960,,Yes,WMD,USGS,13.74,12300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12300.0,610.0,4440.0,2.77,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1960-11-10 00:00:00,4.187952,348.29721308160003
202,13.0,USGS,12200500.0,207,12/22/1960,,Yes,WMD,USGS,15.17,15400,Unspecified,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,15400.0,610.0,5600.0,2.75,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1960-12-22 00:00:00,4.623816000000001,436.07943751680006
203,14.0,USGS,12200500.0,208,1/17/1961,,Yes,WMD/JRW,USGS,25.32,54500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,54500.0,642.0,11900.0,4.58,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1961-01-17 00:00:00,7.717536000000001,1543.2681392640002
204,15.0,USGS,12200500.0,209,1/27/1961,,Yes,WMD,USGS,14.37,13700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13700.0,605.0,5010.0,2.74,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1961-01-27 00:00:00,4.379976,387.94079831040006
205,16.0,USGS,12200500.0,210,3/3/1961,,Yes,WMD,USGS,16.25,18200,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,18200.0,614.0,6060.0,3.0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1961-03-03 00:00:00,4.953,515.3666079744
206,17.0,USGS,12200500.0,211,3/31/1961,,Yes,WMD,USGS,14.26,13500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13500.0,605.0,4950.0,2.73,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1961-03-31 00:00:00,4.3464480000000005,382.27742899200007
207,18.0,USGS,12200500.0,212,5/12/1961,,Yes,WMD,USGS,15.88,16500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16500.0,615.0,5910.0,2.79,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1961-05-12 00:00:00,4.840224,467.2279687680001
208,19.0,USGS,12200500.0,213,6/16/1961,,Yes,WMD,USGS,21.52,36000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,36000.0,629.0,9580.0,3.76,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1961-06-16 00:00:00,6.559296,1019.4064773120001
209,20.0,USGS,12200500.0,214,8/11/1961,,Yes,WMD/Pot,USGS,12.63,9020,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,9020.0,605.0,3300.0,2.73,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1961-08-11 00:00:00,3.8496240000000004,255.41795625984003
210,21.0,USGS,12200500.0,215,9/11/1961,,Yes,WMD/Gre,USGS,11.37,6780,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,6780.0,599.0,2800.0,2.42,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1961-09-11 00:00:00,3.465576,191.98821989376003
211,22.0,USGS,12200500.0,216,10/20/1961,,Yes,WMD,USGS,13.17,10600,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,10600.0,612.0,4090.0,2.59,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1961-10-20 00:00:00,4.014216,300.15857387520003
212,23.0,USGS,12200500.0,217,12/1/1961,,Yes,WMD,USGS,14.22,14000,Fair,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14000.0,609.0,5030.0,2.78,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1961-12-01 00:00:00,4.334256000000001,396.43585228800004
213,24.0,USGS,12200500.0,218,1/17/1962,,Yes,WMD,USGS,14.55,14400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14400.0,610.0,5340.0,2.7,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1962-01-17 00:00:00,4.43484,407.76259092480007
214,25.0,USGS,12200500.0,219,3/19/1962,,Yes,AS,USGS,12.87,10500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,10500.0,600.0,3860.0,2.72,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1962-03-19 00:00:00,3.922776,297.32688921600004
215,26.0,USGS,12200500.0,220,4/20/1962,,Yes,AS,USGS,15.5,16300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16300.0,608.0,5590.0,2.92,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1962-04-20 00:00:00,4.7244,461.56459944960005
216,27.0,USGS,12200500.0,221,5/21/1962,,Yes,AS,USGS,12.73,9910,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,9910.0,600.0,3980.0,2.5,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1962-05-21 00:00:00,3.880104,280.61994972672005
217,28.0,USGS,12200500.0,222,6/26/1962,,Yes,AS/Mor,USGS,19.82,30100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,30100.0,620.0,8450.0,3.56,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1962-06-26 00:00:00,6.041136000000001,852.3370824192001
218,29.0,USGS,12200500.0,223,8/10/1962,,Yes,AS,USGS,14.44,13300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13300.0,604.0,5230.0,2.54,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1962-08-10 00:00:00,4.401312,376.6140596736001
219,30.0,USGS,12200500.0,224,9/11/1962,,Yes,AS/Mor,USGS,12.31,9040,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,9040.0,600.0,3730.0,2.42,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1962-09-11 00:00:00,3.7520880000000005,255.98429319168005
220,31.0,USGS,12200500.0,225,10/17/1962,,Yes,AS,USGS,13.27,10700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,10700.0,604.0,4310.0,2.48,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1962-10-17 00:00:00,4.044696,302.9902585344
222,33.0,USGS,12200500.0,227,1/4/1963,,Yes,AS,USGS,21.73,36100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,36100.0,628.0,9750.0,3.7,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1963-01-04 00:00:00,6.623304,1022.2381619712002
223,34.0,USGS,12200500.0,228,2/5/1963,,Yes,AS,USGS,26.59,61600,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,61600.0,645.0,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1963-02-05 00:00:00,8.104632,1744.3177500672002
224,35.0,USGS,12200500.0,229,3/12/1963,,Yes,AS,USGS,13.9,12200,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12200.0,604.0,4490.0,2.72,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1963-03-12 00:00:00,4.23672,345.46552842240004
225,36.0,USGS,12200500.0,230,4/23/1963,,Yes,AS,USGS,14.1,13200,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13200.0,604.0,4770.0,2.77,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1963-04-23 00:00:00,4.29768,373.78237501440003
226,37.0,USGS,12200500.0,231,6/11/1963,,Yes,AS,USGS,16.83,20300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,20300.0,614.0,6550.0,3.1,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1963-06-11 00:00:00,5.129784,574.8319858176001
227,38.0,USGS,12200500.0,232,7/4/1963,,Yes,LEJ,USGS,16.05,18100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,18100.0,610.0,6180.0,2.93,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1963-07-04 00:00:00,4.892040000000001,512.5349233152001
228,39.0,USGS,12200500.0,233,8/15/1963,,Yes,LEJ,USGS,13.33,11300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,11300.0,605.0,4660.0,2.42,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1963-08-15 00:00:00,4.062984,319.98036648960004
229,40.0,USGS,12200500.0,234,9/23/1963,,Yes,AS/RR,USGS,12.36,9290,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,9290.0,602.0,3600.0,2.58,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1963-09-23 00:00:00,3.767328,263.06350483968004
230,41.0,USGS,12200500.0,235,10/28/1963,,Yes,AWM,USGS,16.55,19300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,19300.0,613.0,6440.0,3.0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1963-10-28 00:00:00,5.044440000000001,546.5151392256001
233,44.0,USGS,12200500.0,238,2/14/1964,,Yes,AWM,USGS,14.6,14400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14400.0,600.0,5060.0,2.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1964-02-14 00:00:00,4.45008,407.76259092480007
234,45.0,USGS,12200500.0,239,3/20/1964,,Yes,AWM,USGS,15.28,16400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,16400.0,610.0,5580.0,2.94,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1964-03-20 00:00:00,4.657344,464.39628410880005
235,46.0,USGS,12200500.0,240,4/23/1964,,Yes,AWM,USGS,14.88,15000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,15000.0,610.0,5380.0,2.79,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1964-04-23 00:00:00,4.535424000000001,424.7526988800001
236,47.0,USGS,12200500.0,241,6/1/1964,,Yes,AWM,USGS,22.42,38500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,38500.0,630.0,10100.0,3.81,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1964-06-01 00:00:00,6.833616000000001,1090.198593792
237,48.0,USGS,12200500.0,242,6/30/1964,,Yes,AWM,USGS,19.41,28400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,28400.0,622.0,8320.0,3.41,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1964-06-30 00:00:00,5.916168000000001,804.1984432128002
238,49.0,USGS,12200500.0,243,8/7/1964,,Yes,AWM,USGS,16.57,19300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,19300.0,612.0,6390.0,3.02,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1964-08-07 00:00:00,5.050536,546.5151392256001
239,50.0,USGS,12200500.0,244,9/11/1964,,Yes,OCH,USGS,13.37,11400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,11400.0,610.0,4110.0,2.77,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1964-09-11 00:00:00,4.075176,322.81205114880004
240,51.0,USGS,12200500.0,245,10/14/1964,,Yes,OCH,USGS,14.06,12800,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,12800.0,608.0,4600.0,2.78,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1964-10-14 00:00:00,4.285488,362.45563637760006
241,52.0,USGS,12200500.0,246,11/17/1964,,Yes,OCH,USGS,13.46,11700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,11700.0,600.0,4370.0,2.68,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1964-11-17 00:00:00,4.102608,331.3071051264001
242,53.0,USGS,12200500.0,247,12/22/1964,,Yes,OCH,USGS,14.33,13100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13100.0,605.0,4900.0,2.67,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1964-12-22 00:00:00,4.367784,370.95069035520004
243,54.0,USGS,12200500.0,248,1/19/1965,,Yes,OCH,USGS,15.86,17700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,17700.0,605.0,5860.0,3.02,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1965-01-19 00:00:00,4.834128,501.2081846784001
244,55.0,USGS,12200500.0,249,3/5/1965,,Yes,OCH,USGS,14.19,13400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13400.0,608.0,4900.0,2.73,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1965-03-05 00:00:00,4.325112,379.4457443328001
245,56.0,USGS,12200500.0,250,4/20/1965,,Yes,OCH,USGS,18.17,23500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,23500.0,618.0,7060.0,3.33,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1965-04-20 00:00:00,5.538216000000001,665.4458949120001
246,57.0,USGS,12200500.0,251,6/2/1965,,Yes,OCH,USGS,16.84,20300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,20300.0,616.0,6430.0,3.16,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1965-06-02 00:00:00,5.1328320000000005,574.8319858176001
247,58.0,USGS,12200500.0,252,7/16/1965,,Yes,OCH/NNH,USGS,18.28,24400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,24400.0,620.0,7460.0,3.27,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1965-07-16 00:00:00,5.571744000000001,690.9310568448001
248,59.0,USGS,12200500.0,253,8/31/1965 13:40,PDT,Yes,OCH,USGS,11.61,7080,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,7080.0,595.0,3180.0,2.23,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1965-08-31 13:40:00,3.538728,200.48327387136004
249,60.0,USGS,12200500.0,254,10/12/1965 8:30,PDT,Yes,OCH,USGS,12.19,8460,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,8460.0,605.0,3440.0,2.46,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1965-10-12 08:30:00,3.715512,239.56052216832003
250,61.0,USGS,12200500.0,255,11/13/1965 13:50,PST,Yes,DAS,USGS,14.38,13500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13500.0,610.0,4610.0,2.93,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1965-11-13 13:50:00,4.383024000000001,382.27742899200007
251,62.0,USGS,12200500.0,256,1/14/1966 15:45,PST,Yes,DAS,USGS,20.51,31200,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,31200.0,623.0,8780.0,3.55,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1966-01-14 15:45:00,6.251448000000001,883.4856136704001
252,63.0,USGS,12200500.0,257,2/9/1966 15:15,PST,Yes,DAS,USGS,14.5,14000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14000.0,610.0,4980.0,2.81,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1966-02-09 15:15:00,4.4196,396.43585228800004
253,64.0,USGS,12200500.0,258,3/23/1966 11:00,PST,Yes,DAS,USGS,14.18,13500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,13500.0,610.0,4910.0,2.75,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1966-03-23 11:00:00,4.322064,382.27742899200007
254,65.0,USGS,12200500.0,259,5/5/1966 19:55,PDT,Yes,OCH/RQ,USGS,17.55,22700,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,22700.0,615.0,7020.0,3.23,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1966-05-05 19:55:00,5.349240000000001,642.7924176384001
255,66.0,USGS,12200500.0,260,6/8/1966 10:30,PDT,Yes,WF,USGS,18.58,25300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,25300.0,620.0,7630.0,3.32,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1966-06-08 10:30:00,5.663183999999999,716.4162187776001
256,67.0,USGS,12200500.0,261,7/27/1966 7:45,PDT,Yes,RQ,USGS,14.98,14800,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14800.0,609.0,5450.0,2.72,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1966-07-27 07:45:00,4.565904000000001,419.08932956160004
257,68.0,USGS,12200500.0,262,9/7/1966 8:30,PDT,Yes,RQ,USGS,12.05,8360,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,8360.0,600.0,3480.0,2.4,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1966-09-07 08:30:00,3.6728400000000003,236.72883750912004
258,69.0,USGS,12200500.0,263,10/11/1966 9:10,PDT,Yes,RQ,USGS,12.19,8560,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,8560.0,596.0,3480.0,2.46,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1966-10-11 09:10:00,3.715512,242.39220682752003
259,70.0,USGS,12200500.0,264,11/28/1966 12:30,PST,Yes,RQ,USGS,15.91,17400,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,17400.0,611.0,5970.0,2.88,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1966-11-28 12:30:00,4.849368,492.7131307008001
260,71.0,USGS,12200500.0,265,1/5/1967 8:45,PST,Yes,RQ,USGS,17.27,21500,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,21500.0,619.0,6970.0,3.06,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1967-01-05 08:45:00,5.263896,608.8122017280001
261,72.0,USGS,12200500.0,266,2/11/1967 14:00,PST,Yes,RQ,USGS,15.54,17200,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,17200.0,612.0,5820.0,2.9,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1967-02-11 14:00:00,4.736592,487.04976138240005
262,73.0,USGS,12200500.0,267,3/24/1967 8:50,PST,Yes,RQ,USGS,19.43,28000,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,28000.0,624.0,8070.0,3.47,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1967-03-24 08:50:00,5.922264,792.8717045760001
263,74.0,USGS,12200500.0,268,5/10/1967 12:45,PDT,Yes,RQ,USGS,16.52,19300,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,19300.0,613.0,6430.0,3.0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1967-05-10 12:45:00,5.035296,546.5151392256001
264,75.0,USGS,12200500.0,269,6/20/1967 10:15,PDT,Yes,GTH/JRW,USGS,26.82,57600,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,57600.0,637.0,13100.0,4.42,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1967-06-20 10:15:00,8.174736000000001,1631.0503636992003
265,76.0,USGS,12200500.0,270,11/19/1967 10:50,PST,Yes,RQ,USGS,14.25,14100,Good,,,Unspecifed,MEAS,1.0,Imported Channel 1,UNSP,QSCMM,unkno,14100.0,607.0,5180.0,2.68,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1967-11-19 10:50:00,4.3434,399.2675369472001
