agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist,DateTime,gage_height_m,discharge_cms
USGS,12200500,473,10/20/2004 9:40,PDT,Yes,DAM,USGS,13.66,15400,Fair,-0.03,1,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,15400,585,5150,2.99,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/20/2004 9:40,4.163568,436.0794375
USGS,12200500,474,12/3/2004 9:45,PST,Yes,DAM,USGS,14.04,15900,Fair,-0.1,1,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,15900,592,5380,2.96,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/3/2004 9:45,4.279392,450.2378608
USGS,12200500,475,3/7/2005 11:53,PST,Yes,JMP,USGS,11.12,8060,Good,-0.01,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,8060,582,3400,2.37,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/7/2005 11:53,3.389376,228.2337835
USGS,12200500,476,4/18/2005 10:02,PDT,Yes,JTS,USGS,13.22,13400,Good,-0.05,1.4,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,13400,595,4710,2.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,4/18/2005 10:02,4.029456,379.4457443
USGS,12200500,477,6/8/2005 11:33,PDT,Yes,JTS,USGS,11.89,10200,Fair,0.03,1.1,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,10200,595,4030,2.54,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/8/2005 11:33,3.624072,288.8318352
USGS,12200500,478,6/29/2005 11:00,PDT,Yes,JMP/DAM,USGS,11.26,8450,Fair,-0.01,0.9,DebrisModerate,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,8450,448,3370,2.51,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/29/2005 11:00,3.432048,239.2773537
USGS,12200500,479,8/8/2005 12:49,PDT,Yes,JMP/DAM,USGS,11.5,9150,Fair,0.02,0.5,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,9150,445,3560,2.56,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,8/8/2005 12:49,3.5052,259.0991463
USGS,12200500,480,11/2/2005 11:30,PST,Yes,DAM/JMP,USGS,16.44,19900,Fair,-0.02,0.5,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,19900,525,6080,3.28,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/2/2005 11:30,5.010912,563.5052472
USGS,12200500,481,11/14/2005 11:21,PST,Yes,JTS,USGS,16.66,22300,Fair,-0.06,1.6,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,22300,595,6800,3.28,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/14/2005 11:21,5.077968,631.465679
USGS,12200500,482,12/9/2005 12:54,PST,Yes,JTS,USGS,12.45,11400,Good,0.18,1.3,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,11400,595,4160,2.75,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,12/9/2005 12:54,3.79476,322.8120511
USGS,12200500,483,1/4/2006 9:46,PST,Yes,JTS,USGS,15.31,17500,Fair,0.03,1.4,Clear,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,17500,600,5930,2.95,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/4/2006 9:46,4.666488,495.5448154
USGS,12200500,484,1/11/2006 10:12,PST,Yes,JTS/JMP,USGS,25.56,59400,Fair,-0.14,1,DebrisModerate,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,59400,627,12300,4.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/11/2006 10:12,7.790688,1682.020688
USGS,12200500,485,2/28/2006 10:23,PST,Yes,JTS,USGS,14.14,14500,Fair,-0.1,1.4,DebrisModerate,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,14500,594,5090,2.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/28/2006 10:23,4.309872,410.5942756
USGS,12200500,486,3/9/2006 10:56,PST,Yes,JTS/JMP,USGS,14.18,14600,Fair,0.12,1.3,DebrisLight,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,14600,682,4530,3.23,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/9/2006 10:56,4.322064,413.4259602
USGS,12200500,487,3/16/2006 10:59,PST,Yes,DAM/JMP,USGS,13.06,11600,Poor,-0.08,0.5,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,11600,459,4060,2.76,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/16/2006 10:59,3.980688,328.4754205
USGS,12200500,488,5/11/2006 10:02,PDT,Yes,JTS/JMP,USGS,12.61,11200,Fair,0.02,1.2,DebrisLight,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,11200,680,3880,2.89,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/11/2006 10:02,3.843528,317.1486818
USGS,12200500,489,5/19/2006 10:14,PDT,Yes,JTS/GMJ,USGS,21.63,39900,Poor,0.17,2.3,DebrisModerate,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,39900,699,9940,4.02,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/19/2006 10:14,6.592824,1129.842179
USGS,12200500,490,6/29/2006 12:44,PDT,Yes,DAM/JMP,USGS,16.84,20700,Fair,0,0.4,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,20700,495,6240,3.13,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/29/2006 12:44,5.132832,586.1587245
USGS,12200500,491,7/24/2006 9:42,PDT,Yes,JMP/NNT,USGS,13.84,12400,Fair,-0.11,2,DebrisLight,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,12400,685,4270,2.89,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/24/2006 9:42,4.218432,351.1288977
USGS,12200500,492,10/6/2006 10:44,PDT,Yes,JTS,USGS,9.91,4480,Fair,0,1.4,DebrisModerate,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,4480,576,2280,1.96,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/6/2006 10:44,3.020568,126.8594727
USGS,12200500,493,11/6/2006 11:10,PST,Yes,JTS/GBJ,USGS,24.56,57300,Poor,1.01,1.7,DebrisModerate,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,57300,715,11800,4.86,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,11/6/2006 11:10,7.485888,1622.55531
USGS,12200500,495,1/8/2007 12:15,PST,Yes,JTS,USGS,19.46,28800,Fair,-0.19,1,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,28800,602,7900,3.64,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,1/8/2007 12:15,5.931408,815.5251818
USGS,12200500,496,3/12/2007 10:32,PDT,Yes,JTS/ETF,USGS,25.36,62400,Fair,0.59,1.8,DebrisHeavy,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,62400,715,12300,5.05,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,3/12/2007 10:32,7.729728,1766.971227
USGS,12200500,497,5/8/2007 10:34,PDT,Yes,JTS/ETF,USGS,15.68,16700,Fair,0.03,1.4,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,16700,597,5420,3.09,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/8/2007 10:34,4.779264,472.8913381
USGS,12200500,498,6/5/2007 11:26,PDT,Yes,JTS/ETF,USGS,22.02,38300,Fair,-0.03,1.6,DebrisLight,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,38300,701,9760,3.93,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,6/5/2007 11:26,6.711696,1084.535224
USGS,12200500,499,7/23/2007 10:07,PDT,Yes,JTS,USGS,18.31,24000,Fair,-0.06,1.5,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,24000,600,6980,3.44,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/23/2007 10:07,5.580888,679.6043182
USGS,12200500,500,9/12/2007 9:28,PDT,Yes,JTS/ETF,USGS,11.2,5480,Fair,0.06,1.7,DebrisLight,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,5480,676,2420,2.26,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,9/12/2007 9:28,3.41376,155.1763193
USGS,12200500,501,10/5/2007 9:47,PDT,Yes,DAM,USGS,14.1,12700,Fair,-0.05,1,DebrisModerate,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,12700,597,4430,2.86,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,10/5/2007 9:47,4.29768,359.6239517
USGS,12200500,502,2/12/2008 15:22,PST,Yes,JMP,USGS,16.12,17500,Fair,0.21,1.4,DebrisLight,MEAS,1,Imported Channel 1,CWAY,unspe,unkno,17500,587,5680,3.08,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,2/12/2008 15:22,4.913376,495.5448154
USGS,12200500,503,5/5/2008 14:16,PDT,Yes,JMP/DAM,USGS,13.83,11000,Poor,0.02,0.3,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,11000,447,3760,2.83,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,5/5/2008 14:16,4.215384,311.4853125
USGS,12200500,504,8/11/2008 9:39,PDT,Yes,DAM/JRF,USGS,14.18,10200,Fair,-0.11,0.5,DebrisLight,MEAS,1,Imported Channel 1,MBOT,QADCP,VADCP,10200,423,3800,2.61,SOFT,SAND,UNEV,unkn,UNEV,UNSP,UPST,3000,8/11/2008 9:39,4.322064,288.8318352
USGS,12200500,505,10/3/2008 13:52,PDT,Yes,ETF/JRF,USGS,11.99,6590,Fair,0.02,1.5,DebrisModerate,MEAS,1,Imported Channel 1,CWAY,QSCMM,VPAA,6590,580,2790,2.36,SOFT,silt,UNEV,unkn,EVEN,UNSP,DNST,500,10/3/2008 13:52,3.654552,186.608019
USGS,12200500,506,11/8/2008 13:30,PST,Yes,DAM/BJC,USGS,24.57,44900,Fair,-0.29,1.1,DebrisModerate,MEAS,1,Imported Channel 1,CWAY,QSCMM,VPAA,44900,615,10600,4.24,SOFT,silt,UNEV,unkn,EVEN,UNSP,DNST,500,11/8/2008 13:30,7.488936,1271.426412
USGS,12200500,507,11/13/2008 9:51,PST,Yes,JMP,USGS,26.92,58100,Fair,-0.17,1.2,DebrisModerate,MEAS,1,Imported Channel 1,CWAY,QSCMM,VPAA,58100,625,12200,4.75,FIRM,silt,EVEN,unkn,EVEN,UNSP,DNST,500,11/13/2008 9:51,8.205216,1645.208787
USGS,12200500,508,1/14/2009 9:56,PST,Yes,BJC,USGS,17.07,18200,Fair,-0.23,1.4,DebrisLight,MEAS,1,Imported Channel 1,CWAY,QSCMM,VPAA,18200,540,5480,3.32,FIRM,silt,UNEV,unkn,EVEN,UNSP,DNST,1000,1/14/2009 9:56,5.202936,515.366608
USGS,12200500,509,3/24/2009 13:52,PDT,Yes,BJC/JRF,USGS,12.76,8530,Fair,0.01,1.2,DebrisModerate,MEAS,1,Imported Channel 1,CWAY,QSCMM,VPAA,8530,590,3130,2.72,SOFT,silt,UNEV,unkn,UNEV,UNSP,DNST,1056,3/24/2009 13:52,3.889248,241.5427014
USGS,12200500,510,5/29/2009 10:22,PDT,Yes,BJC,USGS,18.95,23300,Fair,0.05,1,Clear,MEAS,1,skagit river near mount vernon,CWAY,QSCMM,VPAA,23300,565,6780,3.43,FIRM,silt,UNEV,unkn,EVEN,UNSP,DNST,1056,5/29/2009 10:22,5.77596,659.7825256
USGS,12200500,511,6/18/2009 9:10,PDT,Yes,JRF,USGS,18.91,22000,Fair,-0.11,1,Clear,MEAS,1,Skagit Cableway,CWAY,QSCMM,VPAA,22000,545,6360,3.45,SOFT,silt,UNEV,unkn,EVEN,UNSP,DNST,1056,6/18/2009 9:10,5.763768,622.970625
USGS,12200500,512,7/31/2009 15:04,PDT,Yes,JMP/DAM,USGS,14.47,11000,Fair,-0.09,0.6,DebrisModerate,MEAS,1,Imported Channel 1,MBOT,QADCP,VADCP,11000,679,4150,2.52,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,,7/31/2009 15:04,4.410456,311.4853125
USGS,12200500,513,10/1/2009 10:19,PDT,Yes,BJC,USGS,11.6,5390,Poor,0,1.2,DebrisModerate,MEAS,1,main,CWAY,QSCMM,VPAA,5390,530,2320,2.32,FIRM,silt,UNEV,unkn,UNEV,UNSP,DNST,1320,10/1/2009 10:19,3.53568,152.6278031
USGS,12200500,514,11/10/2009 12:15,PST,Yes,BJC,USGS,18.75,22600,Poor,0.02,1.1,Clear,MEAS,1,cable,CWAY,QSCMM,VPAA,22600,,6300,3.58,FIRM,silt,UNEV,unkn,EVEN,UNSP,DNST,1260,11/10/2009 12:15,5.715,639.960733
USGS,12200500,515,1/13/2010 13:53,PST,Yes,BJC/ARS,USGS,20.6,27600,Fair,-0.09,1.1,DebrisLight,MEAS,1,Imported Channel 1,CWAY,QSCMM,VPAA,27600,580,7780,3.54,SOFT,silt,UNEV,unkn,EVEN,UNSP,DNST,1000,1/13/2010 13:53,6.27888,781.5449659
USGS,12200500,516,3/29/2010 14:22,PDT,Yes,WDW,USGS,14.59,11800,Poor,-0.09,1.1,Unspecifed,MEAS,1,Channel 1,CWAY,QSCMM,VPAA,11800,538,4050,2.9,FIRM,silt,EVEN,unkn,EVEN,UNSP,DNST,1000,3/29/2010 14:22,4.447032,334.1387898
USGS,12200500,517,6/8/2010 13:34,PDT,Yes,DAM/PJW,USGS,18.78,23800,Fair,0.04,0.4,DebrisModerate,MEAS,1,Skagit,BRUS,QADCP,VADCP,22800,680,7090,3.22,FIRM,silt,UNEV,unkn,UNEV,UNSP,UPST,100,6/8/2010 13:34,5.724144,673.9409489
USGS,12200500,518,7/29/2010 16:29,PDT,Yes,JMP/DAM,USGS,16.44,16400,Fair,-0.05,0.5,DebrisLight,MEAS,1,Imported Channel 1,MBOT,QADCP,VADCP,16400,591,5140,3.06,FIRM,SAND,EVEN,unkn,EVEN,UNSP,DNST,200,7/29/2010 16:29,5.010912,464.3962841
USGS,12200500,519,10/1/2010 12:48,PDT,Yes,JMP/PJW,USGS,15.08,12400,Fair,-0.02,0.5,DebrisLight,MEAS,1,Imported Channel 1,MBOT,QADCP,VADCP,12400,606,4400,2.71,SOFT,silt,UNEV,unkn,UNEV,UNFM,DNST,50,10/1/2010 12:48,4.596384,351.1288977
USGS,12200500,520,11/3/2010 12:28,PDT,Yes,JMP/PJW,USGS,18.42,21000,Fair,-0.05,0.3,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,21000,629,6640,3.06,SOFT,silt,UNEV,unkn,EVEN,UNSP,UPST,10,11/3/2010 12:28,5.614416,594.6537784
USGS,12200500,521,12/14/2010 9:11,PST,Yes,DAM/JMP,USGS,27.22,60100,Fair,-0.1,0.9,DebrisModerate,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,60100,702,13100,4.01,SOFT,silt,UNEV,unkn,UNEV,UNKN,UPST,100,12/14/2010 9:11,8.296656,1701.84248
USGS,12200500,522,1/18/2011 10:20,PST,Yes,JMP/WDW,USGS,29.3,69600,Fair,-0.09,0.3,DebrisModerate,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,69600,732,14600,4.15,SOFT,silt,UNEV,unkn,UNEV,UNKN,ATGA,,1/18/2011 10:20,8.93064,1970.852523
USGS,12200500,523,4/1/2011 9:08,PDT,Yes,DAM/JMP,USGS,22.98,36600,Fair,-0.07,0.4,DebrisLight,MEAS,1,Skagit River at Main Street bridge.,BRDS,QADCP,VADCP,36600,670,9900,3.7,SOFT,silt,UNEV,unkn,UNEV,UNKN,ATGA,,4/1/2011 9:08,7.004304,1036.396585
USGS,12200500,524,6/20/2011 10:34,PDT,Yes,DAM/JMP,USGS,19.4,26100,Good,-0.02,0.4,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,26100,671,7660,3.41,SOFT,SAND,UNEV,unkn,UNEV,UNKN,ATGA,,6/20/2011 10:34,5.91312,739.0696961
USGS,12200500,525,7/8/2011 13:34,PDT,Yes,WDW/JMP,USGS,21.61,32800,Good,0.05,0.4,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,32800,677,9140,3.59,SOFT,SAND,EVEN,unkn,EVEN,UNSP,UPST,50,7/8/2011 13:34,6.586728,928.7925682
USGS,12200500,526,8/10/2011 15:40,PDT,Yes,JMP/DAM,USGS,17.6,20400,Fair,0,0.4,Clear,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,20400,657,5950,3.43,SOFT,SAND,EVEN,unkn,UNSP,UNSP,DNST,50,8/10/2011 15:40,5.36448,577.6636705
USGS,12200500,527,9/14/2011 13:11,PDT,Yes,JMP/WDW,USGS,14.32,11900,Good,-0.03,0.5,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,11900,687,4190,2.84,FIRM,SAND,EVEN,unkn,EVEN,UNKN,ATGA,,9/14/2011 13:11,4.364736,336.9704744
USGS,12200500,528,10/5/2011 13:26,PDT,Yes,DAM/JMP,USGS,13.08,8540,Poor,-0.05,0.3,DebrisModerate,MEAS,1,Imported Channel 1,MBOT,QADCP,VADCP,8540,584,2960,2.89,SOFT,SAND,UNEV,unkn,UNEV,UNKN,DNST,50,10/5/2011 13:26,3.986784,241.8258699
USGS,12200500,529,12/1/2011 16:02,PST,Yes,DAM/WDW,USGS,17.3,20600,Good,0,0.3,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,20600,687,6380,3.23,SOFT,silt,UNEV,unkn,UNEV,UNKN,ATGA,,12/1/2011 16:02,5.27304,583.3270398
USGS,12200500,530,2/15/2012 10:43,PST,Yes,WDW/CGB,USGS,15.54,14800,Fair,0.13,0.3,Clear,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,14800,691,5050,2.93,UNSP,SAND,EVEN,unkn,UNEV,UNSP,UPST,100,2/15/2012 10:43,4.736592,419.0893296
USGS,12200500,531,2/23/2012 11:21,PST,Yes,JMP/DAM,USGS,19.22,26400,Good,0.13,0.3,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,26400,679,7470,3.53,SOFT,SAND,EVEN,unkn,EVEN,UNSP,DNST,100,2/23/2012 11:21,5.858256,747.56475
USGS,12200500,532,4/11/2012 13:26,PDT,Yes,DAM/JMP,USGS,14.22,12100,Good,0,0.3,DebrisModerate,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,12100,660,4370,2.77,SOFT,SAND,EVEN,unkn,EVEN,UNKN,DNST,50,4/11/2012 13:26,4.334256,342.6338438
USGS,12200500,533,6/12/2012 14:31,PDT,Yes,DAM/JMP,USGS,17.72,23100,Good,-0.07,0.2,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,23100,665,6630,3.48,SOFT,SAND,UNEV,unkn,EVEN,UNKN,UPST,100,6/12/2012 14:31,5.401056,654.1191563
USGS,12200500,534,6/19/2012 11:05,PDT,Yes,WDW/CGB,USGS,24.78,46000,Good,0.05,0.2,Clear,MEAS,1,main,BRDS,QADCP,VADCP,46000,722,11600,4,SOFT,SAND,EVEN,unkn,EVEN,UNSP,UPST,50,6/19/2012 11:05,7.552944,1302.574943
USGS,12200500,535,6/19/2012 12:05,PDT,Yes,WDW/CGB,USGS,24.55,45600,Good,0.08,0.2,Clear,MEAS,1,main,BRDS,QADCP,VADCP,45600,728,11400,3.99,SOFT,SAND,EVEN,unkn,EVEN,UNKN,UPST,50,6/19/2012 12:05,7.48284,1291.248205
USGS,12200500,536,8/13/2012 13:43,PDT,Yes,DAM/JMP,USGS,16.09,18600,Poor,0,0.1,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,18600,643,5080,3.66,SOFT,silt,UNEV,unkn,UNEV,UNKN,ATGA,,8/13/2012 13:43,4.904232,526.6933466
USGS,12200500,537,10/1/2012 16:51,PDT,Yes,DAM/JMP,USGS,11.5,6320,Good,-0.01,0.2,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,6320,563,2190,2.88,SOFT,SAND,EVEN,unkn,EVEN,UNKN,ATGA,,10/1/2012 16:51,3.5052,178.9624705
USGS,12200500,538,11/1/2012 13:40,PDT,Yes,DAM/JMP,USGS,22.9,37000,Poor,-0.04,0.3,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,37000,704,10300,3.61,SOFT,SAND,UNEV,unkn,UNEV,UNKN,ATGA,,11/1/2012 13:40,6.97992,1047.723324
USGS,12200500,539,12/3/2012 15:07,PST,Yes,JMP/CGB,USGS,19.55,26700,Fair,0,0.3,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,26700,681,7740,3.45,SOFT,SAND,EVEN,unkn,EVEN,UNKN,UPST,50,12/3/2012 15:07,5.95884,756.059804
USGS,12200500,540,1/31/2013 13:19,PST,Yes,CGB/JJM,USGS,15.12,14800,Fair,0.01,0.3,Clear,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,14800,679,4910,3.01,SOFT,silt,UNEV,unkn,UNEV,UNKN,ATGA,,1/31/2013 13:19,4.608576,419.0893296
USGS,12200500,541,4/8/2013 13:56,PDT,Yes,DAM/JMP,USGS,20.32,30400,Good,0.07,0.3,DebrisLight,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,30400,669,8610,3.53,SOFT,silt,UNEV,unkn,UNEV,UNKN,ATGA,,4/8/2013 13:56,6.193536,860.8321364
USGS,12200500,542,5/28/2013 12:32,PDT,Yes,JMP/DAM,USGS,17.43,20100,Fair,0,0.3,DebrisHeavy,MEAS,1,Imported Channel 1,BRDS,QADCP,VADCP,20100,562,6220,3.23,SOFT,SAND,EVEN,unkn,EVEN,STND,DNST,200,5/28/2013 12:32,5.312664,569.1686165
USGS,12200500,543,8/7/2013 11:20,PDT,Yes,DAM/JMP,USGS,13.63,10500,Good,0.07,0.2,DebrisHeavy,MEAS,1,Imported Channel 1,MBOT,QADCP,VADCP,10500,524,3430,3.07,SOFT,SAND,EVEN,unkn,EVEN,UNKN,DNST,100,8/7/2013 11:20,4.154424,297.3268892
USGS,12200500,546,9/11/2013 11:15,PDT,Yes,CGB/JJM,USGS,13.92,12700,Good,,,DebrisLight,MEAS,1,Channel 1,MBOT,QADCP,VADCP,12700,584,4090,3.1,SOFT,SAND,EVEN,unkn,EVEN,UNFM,ATGA,,9/11/2013 11:15,4.242816,359.6239517
USGS,12200500,545,9/11/2013 12:01,PDT,Yes,CGB/JJM,USGS,13.92,12200,Fair,,,DebrisLight,MEAS,1,Channel 1,UNSP,QADCP,VADCP,12200,594,3990,3.05,SOFT,SAND,EVEN,unkn,EVEN,UNFM,ATGA,,9/11/2013 12:01,4.242816,345.4655284
USGS,12200500,544,9/11/2013 12:08,PDT,Yes,CGB/JJM,USGS,13.92,12500,Fair,0.01,1.3,DebrisLight,MEAS,1,main,BRDS,QSCMM,VPAA,12500,680,4220,2.96,SOFT,SAND,EVEN,unkn,EVEN,UNFM,UPST,30,9/11/2013 12:08,4.242816,353.9605824
USGS,12200500,547,11/4/2013 15:27,PST,Yes,CGB/JMP,USGS,13.02,11000,Good,0.1,0.7,Clear,MEAS,1,Main,BRDS,QADCP,VADCP,11000,665,4080,2.69,SOFT,SAND,EVEN,unkn,EVEN,UNSP,UPST,30,11/4/2013 15:27,3.968496,311.4853125
USGS,12200500,548,1/15/2014 10:05,PST,Yes,JMP/JBG,USGS,19.4,27300,Good,0.05,0.3,DebrisLight,MEAS,1,Skagit at Mount Vernon,BRDS,QADCP,VADCP,27300,672,7970,3.42,SOFT,SAND,EVEN,unkn,EVEN,UNFM,ATGA,,1/15/2014 10:05,5.91312,773.049912
USGS,12200500,549,3/10/2014 10:55,PDT,Yes,CGB/WDW,USGS,24.76,47200,Fair,0.02,0.3,Clear,MEAS,1,Main,BRDS,QADCP,VADCP,47200,692,12000,3.92,SOFT,silt,EVEN,unkn,EVEN,UNSP,ATGA,,3/10/2014 10:55,7.546848,1336.555159
USGS,12200500,550,4/21/2014 12:51,PDT,Yes,JJM/WDW,USGS,17.5,22200,Fair,,,Clear,MEAS,1,main,BRDS,QADCP,VADCP,22200,678,6700,3.31,FIRM,SAND,EVEN,unkn,EVEN,UNSP,DNST,50,4/21/2014 12:51,5.334,628.6339943
USGS,12200500,551,6/17/2014 10:40,PDT,Yes,DAM/JMP,USGS,17.7,22900,Good,0.12,,DebrisLight,MEAS,1,Skagit,BRDS,QADCP,VADCP,22900,684,6960,3.29,FIRM,SAND,EVEN,unkn,EVEN,UNFM,ATGA,,6/17/2014 10:40,5.39496,648.455787
USGS,12200500,552,7/31/2014 12:27,PDT,Yes,JBG/KAW,USGS,14.01,13000,Good,-0.05,0.4,Clear,MEAS,1,main,BRDS,QADCP,VADCP,13000,669,4280,3.04,FIRM,SAND,EVEN,unkn,EVEN,STND,UPST,40,7/31/2014 12:27,4.270248,368.1190057
USGS,12200500,553,10/20/2014 19:00,PDT,Yes,WDW/JMP,USGS,13.91,12700,Good,0.02,0.4,DebrisLight,MEAS,1,SKAGIT,BRDS,QADCP,VADCP,12700,631,4420,2.86,SOFT,SAND,EVEN,unkn,UNSP,UNSP,DNST,50,10/20/2014 19:00,4.239768,359.6239517
USGS,12200500,554,11/29/2014 12:45,PST,Yes,CAC/KLP,USGS,31.4,81700,Poor,0.03,0.3,DebrisLight,MEAS,1,Skagit,BRDS,QADCP,VADCP,81700,742,16600,4.94,FIRM,SAND,EVEN,unkn,EVEN,UNFM,UNSP,,11/29/2014 12:45,9.57072,2313.486367
USGS,12200500,555,3/31/2015 13:23,PDT,Yes,CGB/JBG,USGS,16.19,17900,Good,0.02,0.3,Clear,MEAS,1,main,BRDS,QADCP,VADCP,17900,657,5820,3.09,SOFT,SAND,EVEN,unkn,EVEN,UNSP,UPST,30,3/31/2015 13:23,4.934712,506.871554
USGS,12200500,556,6/8/2015 16:38,PDT,Yes,JMP,USGS,13.65,12200,Fair,0.04,0.3,,MEAS,1,Skagit,BRDS,QADCP,VADCP,12200,681,4460,2.74,SOFT,SAND,EVEN,unkn,UNSP,UNFM,UNSP,,6/8/2015 16:38,4.16052,345.4655284
USGS,12200500,557,6/29/2015 15:46,PDT,Yes,JMP/DAM,USGS,12.19,9430,Fair,0.02,0.3,DebrisLight,MEAS,1,Skagit,BRDS,QADCP,VADCP,9430,637,3560,2.65,SOFT,silt,EVEN,unkn,EVEN,UNKN,ATGA,,6/29/2015 15:46,3.715512,267.0278634
