,date,RP_flows
0,1947-06-03,135.390157178982
1,1948-06-02,135.15326070892075
2,1949-06-02,140.04111606108333
3,1950-06-02,138.70322067978498
4,1951-06-02,140.04111606108333
5,1952-06-01,137.41465291950166
6,1953-06-01,137.41465291950166
7,1954-06-01,131.67729216957912
8,1955-06-01,127.01536662876332
9,1956-05-31,127.01536662876332
10,1957-05-31,127.01536662876332
11,1958-05-31,133.30231153357656
12,1959-05-31,124.49546976276994
13,1960-05-30,131.67729216957912
14,1961-05-30,125.57881600543487
15,1962-05-30,130.05227280558165
16,1963-05-30,130.05227280558165
17,1964-05-29,130.05227280558165
18,1965-05-29,128.76766056207745
19,1966-05-29,135.51437612314243
20,1967-05-29,145.67982156897585
21,1968-05-28,141.74803789016153
22,1969-05-28,145.67982156897585
23,1970-05-28,143.01194183993732
24,1971-05-28,174.9774036448316
25,1972-05-27,174.9774036448316
26,1973-05-27,179.48343528904408
27,1974-05-27,179.48343528904408
28,1975-05-27,179.48343528904408
29,1976-05-26,167.113836287203
30,1977-05-26,153.09463723428513
31,1978-05-26,154.69150319839449
32,1979-05-26,153.1134809987818
33,1980-05-25,148.57313403213766
34,1981-05-25,134.03071844029486
35,1982-05-25,148.44163218216994
36,1983-05-25,134.03071844029486
37,1984-05-24,128.32615784778952
38,1985-05-24,155.11582502620638
39,1986-05-24,194.8417928032171
40,1987-05-24,186.3730905184469
41,1988-05-23,176.9665632299968
42,1989-05-23,176.2482879183326
43,1990-05-23,176.2482879183326
44,1991-05-23,201.90307171773912
45,1992-05-22,195.5046743107256
46,1993-05-22,195.5046743107256
47,1994-05-22,201.90307171773912
48,1995-05-22,182.7255629834808
49,1996-05-21,170.701257328745
50,1997-05-21,173.3030566598191
51,1998-05-21,175.6956789564958
52,1999-05-21,175.798289715305
53,2000-05-20,175.798289715305
54,2001-05-20,174.61233271383085
55,2002-05-20,174.61233271383085
56,2003-05-20,182.54500527636992
57,2004-05-19,185.40135374607743
58,2005-05-19,185.40135374607743
59,2006-05-19,185.40135374607743
60,2007-05-19,185.40135374607743
61,2008-05-18,182.1178094641839
62,2009-05-18,180.57864808204627
63,2010-05-18,187.5887545251358
64,2011-05-18,171.73434524056194
65,2012-05-17,154.89710637501912
