,date,RP_flows
0,1965-10-22,550.1262933678166
1,1966-10-22,496.3638400108075
2,1967-10-22,543.436816461325
3,1968-10-21,539.8256623191083
4,1969-10-21,555.7896626862166
5,1970-10-21,575.8976485734827
6,1971-10-21,670.8626261253249
7,1972-10-20,642.8715279739819
8,1973-10-20,586.1587244544
9,1974-10-20,586.1587244544
10,1975-10-20,686.579988387358
11,1976-10-19,741.9013807104001
12,1977-10-19,741.9013807104001
13,1978-10-19,741.9013807104001
14,1979-10-19,741.9013807104001
15,1980-10-18,737.7969503580331
16,1981-10-18,717.2352434284076
17,1982-10-18,737.7969503580331
18,1983-10-18,737.7969503580331
19,1984-10-17,741.9013807104001
20,1985-10-17,739.8491655342166
21,1986-10-17,796.5224138860076
22,1987-10-17,796.5224138860076
23,1988-10-16,796.5224138860076
24,1989-10-16,759.7105133164075
25,1990-10-16,759.7105133164075
26,1991-10-16,831.5287373844993
27,1992-10-15,835.1398915267158
28,1993-10-15,835.1398915267158
29,1994-10-15,821.8004928815233
30,1995-10-15,821.8004928815233
31,1996-10-14,650.8337505736406
32,1997-10-14,716.4953291131819
33,1998-10-14,740.8752731223084
34,1999-10-14,785.6889514593579
35,2000-10-13,785.6889514593579
36,2001-10-13,724.7041898179158
37,2002-10-13,691.2172501176663
38,2003-10-13,740.8752731223084
39,2004-10-12,773.3756604022572
40,2005-10-12,759.0101541689728
41,2006-10-12,794.6772816471083
42,2007-10-12,759.0101541689728
43,2008-10-11,684.0344970010241
44,2009-10-11,583.0804016901249
45,2010-10-11,617.5934489784662
46,2011-10-11,642.5457795333249
47,2012-10-10,633.0246179676332
