,date,RP_flows
0,1957-02-03,815.0319056394497
1,1958-02-03,815.0319056394497
2,1959-02-03,791.8455969879084
3,1960-02-03,815.0319056394497
4,1961-02-02,790.0400199168001
5,1962-02-02,815.0319056394497
6,1963-02-02,815.0319056394497
7,1964-02-02,815.0319056394497
8,1965-02-01,815.0319056394497
9,1966-02-01,884.3046383212076
10,1967-02-01,935.7682383969578
11,1968-02-01,941.6370256575728
12,1969-01-31,937.990846252744
13,1970-01-31,
14,1971-01-31,
15,1972-01-31,
16,1973-01-30,
17,1974-01-30,
18,1975-01-30,
19,1976-01-30,
20,1977-01-29,
21,1978-01-29,
22,1979-01-29,973.7990717164514
23,1980-01-29,931.2233626890928
24,1981-01-28,901.2551911086166
25,1982-01-28,930.5981452887082
26,1983-01-28,902.2812986967084
27,1984-01-28,902.2812986967084
28,1985-01-27,941.4316077153578
29,1986-01-27,1005.0014159109248
30,1987-01-27,1011.6908928174164
31,1988-01-27,1011.6908928174164
32,1989-01-26,1011.6908928174164
33,1990-01-26,1011.6908928174164
34,1991-01-26,988.583694501457
35,1992-01-26,1041.3200402703744
36,1993-01-25,1041.3200402703744
37,1994-01-25,1041.3200402703744
38,1995-01-25,1041.3200402703744
39,1996-01-25,1008.6125700531412
40,1997-01-24,1015.8348783375744
41,1998-01-24,1015.8348783375744
42,1999-01-24,1015.8348783375744
43,2000-01-24,1015.8348783375744
44,2001-01-23,1041.3200402703744
45,2002-01-23,986.9852003676332
46,2003-01-23,999.5846846976
47,2004-01-23,1040.2939326822827
48,2005-01-22,1014.0293012664662
49,2006-01-22,1014.0293012664662
50,2007-01-22,961.0067622246828
51,2008-01-22,961.0067622246828
52,2009-01-21,961.0067622246828
53,2010-01-21,961.0067622246828
54,2011-01-21,948.3677227269249
55,2012-01-21,935.7682383969578
