,date,RP_flows
0,1940-01-04,746.5781976084993
1,1941-01-03,706.1551428966827
2,1942-01-03,642.7924176384001
3,1943-01-03,622.9706250240001
4,1944-01-03,635.0768331438167
5,1945-01-02,651.2874716160001
6,1946-01-02,664.4197873239084
7,1947-01-02,685.2676875264001
8,1948-01-02,685.2676875264001
9,1949-01-01,690.684418739725
10,1950-01-01,739.8491655342166
11,1951-01-01,842.322644643358
12,1952-01-01,842.322644643358
13,1952-12-31,842.322644643358
14,1953-12-31,842.322644643358
15,1954-12-31,720.846397570624
16,1955-12-31,691.7105263278166
17,1956-12-30,680.3837876910167
18,1957-12-30,691.7105263278166
19,1958-12-30,686.0471570094167
20,1959-12-30,679.1110419978497
21,1960-12-29,659.0426112783745
22,1961-12-29,685.2676875264001
23,1962-12-29,685.2676875264001
24,1963-12-29,685.2676875264001
25,1964-12-28,685.2676875264001
26,1965-12-28,685.2676875264001
27,1966-12-28,710.5457665219158
28,1967-12-28,751.994928821824
29,1968-12-27,751.994928821824
30,1969-12-27,808.9148152786902
31,1970-12-27,869.1201074371158
32,1971-12-27,839.7375980892332
33,1972-12-26,863.7033762237911
34,1973-12-26,863.7033762237911
35,1974-12-26,863.7033762237911
36,1975-12-26,859.5989458714241
37,1976-12-25,774.6088509276332
38,1977-12-25,738.5764198410496
39,1978-12-25,738.5764198410496
40,1979-12-25,714.8968349793579
41,1980-12-24,653.0930486871083
42,1981-12-24,710.792404626991
43,1982-12-24,679.3972352707158
44,1983-12-24,679.3972352707158
45,1984-12-23,679.3972352707158
46,1985-12-23,831.5287373844993
47,1986-12-23,856.481067939358
48,1987-12-23,856.481067939358
49,1988-12-22,856.481067939358
50,1989-12-22,856.481067939358
51,1990-12-22,935.5216002918828
52,1991-12-22,965.644023954991
53,1992-12-21,985.9590927795416
54,1993-12-21,985.9590927795416
55,1994-12-21,985.9590927795416
56,1995-12-21,902.0346605916332
57,1996-12-20,892.7601371310167
58,1997-12-20,892.7601371310167
59,1998-12-20,892.7601371310167
60,1999-12-20,892.7601371310167
61,2000-12-19,872.9778996844076
62,2001-12-19,861.3649677747414
63,2002-12-19,840.0237913620992
64,2003-12-19,802.965252687424
65,2004-12-18,840.0237913620992
66,2005-12-18,840.0237913620992
67,2006-12-18,824.6321775407232
68,2007-12-18,824.6321775407232
69,2008-12-17,824.6321775407232
70,2009-12-17,824.6321775407232
71,2010-12-17,861.3649677747414
72,2011-12-17,758.3982124554497
