,date,RP_flows
0,1965-08-09,584.3927025510827
1,1966-08-09,570.0271963177985
2,1967-08-09,615.0084024243414
3,1968-08-08,601.8760867164331
4,1969-08-08,630.9724027914497
5,1970-08-08,615.0084024243414
6,1971-08-08,669.8365185372331
7,1972-08-07,669.8365185372331
8,1973-08-07,654.4053495480663
9,1974-08-07,632.7779798625579
10,1975-08-07,654.4053495480663
11,1976-08-06,751.0874867371051
12,1977-08-06,784.1300124933249
13,1978-08-06,784.1300124933249
14,1979-08-06,796.2362206131414
15,1980-08-05,784.1300124933249
16,1981-08-05,657.7698655852075
17,1982-08-05,701.8040744392406
18,1983-08-05,657.7698655852075
19,1984-08-04,701.8040744392406
20,1985-08-04,705.9085047916076
21,1986-08-04,784.1300124933249
22,1987-08-04,705.9085047916076
23,1988-08-03,705.9085047916076
24,1989-08-03,681.4098952791084
25,1990-08-03,705.9085047916076
26,1991-08-03,847.5322929193985
27,1992-08-02,803.1723356247084
28,1993-08-02,803.1723356247084
29,1994-08-02,794.1840054369579
30,1995-08-02,778.4666431749249
31,1996-08-01,681.202812341824
32,1997-08-01,681.202812341824
33,1998-08-01,681.202812341824
34,1999-08-01,681.202812341824
35,2000-07-31,685.307242694191
36,2001-07-31,565.5970175247744
37,2002-07-31,565.5970175247744
38,2003-07-31,565.5970175247744
39,2004-07-30,652.1064962668075
40,2005-07-30,652.1064962668075
41,2006-07-30,809.9013676989911
42,2007-07-30,809.9013676989911
43,2008-07-29,809.9013676989911
44,2009-07-29,809.9013676989911
45,2010-07-29,809.9013676989911
46,2011-07-29,832.0220135946497
47,2012-07-28,773.6222985073324
