,date,RP_flows
0,1943-04-01,435.5861613066496
1,1944-03-31,459.7985775462827
2,1945-03-31,488.6087003484332
3,1946-03-31,525.4206009180331
4,1947-03-31,525.4206009180331
5,1948-03-30,536.747339554833
6,1949-03-30,536.747339554833
7,1950-03-30,542.6573469783083
8,1951-03-30,602.9417494723158
9,1952-03-29,609.0983950008663
10,1953-03-29,609.0983950008663
11,1954-03-29,588.4971329034497
12,1955-03-29,586.6915558323415
13,1956-03-28,568.4287021839745
14,1957-03-28,568.4287021839745
15,1958-03-28,568.4287021839745
16,1959-03-28,568.4287021839745
17,1960-03-27,538.8391098988076
18,1961-03-27,513.3143927982165
19,1962-03-27,513.3143927982165
20,1963-03-27,577.4565875395158
21,1964-03-26,577.4565875395158
22,1965-03-26,529.8112245432662
23,1966-03-26,480.6464777487745
24,1967-03-26,572.3260495990571
25,1968-03-25,572.3260495990571
26,1969-03-25,572.3260495990571
27,1970-03-25,572.3260495990571
28,1971-03-25,597.4854630912001
29,1972-03-24,596.4593555031083
30,1973-03-24,582.5871254799745
31,1974-03-24,593.6276708439084
32,1975-03-24,624.569119157824
33,1976-03-23,641.7663100503083
34,1977-03-23,644.5979947095084
35,1978-03-23,641.7663100503083
36,1979-03-23,641.7663100503083
37,1980-03-22,641.7663100503083
38,1981-03-22,618.0867251886166
39,1982-03-22,623.7500945070166
40,1983-03-22,623.7500945070166
41,1984-03-21,618.0867251886166
42,1985-03-21,586.4449177272662
43,1986-03-21,586.4449177272662
44,1987-03-21,564.817548041758
45,1988-03-20,564.817548041758
46,1989-03-20,549.1001857797249
47,1990-03-20,607.2928179297579
48,1991-03-20,651.0803886787157
49,1992-03-19,689.9049492567084
50,1993-03-19,734.1857962158166
51,1994-03-19,739.8491655342166
52,1995-03-19,772.0238043735084
53,1996-03-18,759.9571514214828
54,1997-03-18,759.9571514214828
55,1998-03-18,759.9571514214828
56,1999-03-18,739.8491655342166
57,2000-03-17,724.9112727552001
58,2001-03-17,716.7024120504663
59,2002-03-17,716.7024120504663
60,2003-03-17,681.9427266570497
61,2004-03-16,654.6915428209323
62,2005-03-16,623.7500945070166
63,2006-03-16,647.4692345364992
64,2007-03-16,645.4170193603157
65,2008-03-15,645.4170193603157
66,2009-03-15,619.1128327767084
67,2010-03-15,611.1506101770497
68,2011-03-15,619.1128327767084
69,2012-03-14,578.9759713377579
