,date,RP_flows
0,1985-02-06,3.243709901148331
1,1986-02-06,3.3930888289384966
2,1987-02-06,3.869146907223084
3,1988-02-06,3.869146907223084
4,1989-02-05,3.869146907223084
5,1990-02-05,4.123998526551083
6,1991-02-05,4.023854148792662
7,1992-02-05,4.242594226698496
8,1993-02-04,4.430551076961579
9,1994-02-04,4.430551076961579
10,1995-02-04,4.556941471939158
11,1996-02-04,4.041909919503745
12,1997-02-03,5.017410160563414
13,1998-02-03,5.017410160563414
14,1999-02-03,5.017410160563414
15,2000-02-03,4.772819617116332
16,2001-02-02,4.772819617116332
17,2002-02-02,4.062432071265579
18,2003-02-02,4.008264759132331
19,2004-02-02,4.085420604078166
20,2005-02-01,4.008264759132331
21,2006-02-01,4.085420604078166
22,2007-02-01,3.1099203630184964
23,2008-02-01,3.1099203630184964
24,2009-01-31,2.9096502216983136
25,2010-01-31,3.0816035164264965
26,2011-01-31,3.2515045959784965
27,2012-01-31,3.2515045959784965
