,date,RP_flows
0,1930-02-05,116.16026519855234
1,1931-02-05,116.16026519855234
2,1932-02-05,120.1946596361758
3,1933-02-04,120.1946596361758
4,1934-02-04,121.6351657762833
5,1935-02-04,126.81014511114496
6,1936-02-04,126.81014511114496
7,1937-02-03,131.75919463465988
8,1938-02-03,131.75919463465988
9,1939-02-03,125.78403752305324
10,1940-02-03,108.54333594599896
11,1941-02-02,112.13471250432002
12,1942-02-02,108.54333594599896
13,1943-02-02,123.32137931163304
14,1944-02-02,114.66252040387158
15,1945-02-01,108.54333594599896
16,1946-02-01,99.90914084874495
17,1947-02-01,110.45547929269546
18,1948-02-01,124.40472555429804
19,1949-01-31,124.40472555429804
20,1950-01-31,134.71419834639747
21,1951-01-31,134.71419834639747
22,1952-01-31,134.71419834639747
23,1953-01-30,137.98494536812075
24,1954-01-30,137.98494536812075
25,1955-01-30,123.1536188646925
26,1956-01-30,137.98494536812075
27,1957-01-29,123.1536188646925
28,1958-01-29,122.30411346693248
29,1959-01-29,123.1536188646925
30,1960-01-29,121.24938655155414
31,1961-01-28,114.96639716352
32,1962-01-28,119.84145525551232
33,1963-01-28,121.58583815526828
34,1964-01-28,112.9595540915725
35,1965-01-27,111.08394110572075
36,1966-01-27,102.43299323151744
37,1967-01-27,102.43299323151744
38,1968-01-27,100.80797386752002
39,1969-01-26,105.86358966662314
40,1970-01-26,105.86358966662314
41,1971-01-26,127.53633145636736
42,1972-01-26,114.85494466131968
43,1973-01-25,105.90500625408002
44,1974-01-25,105.90500625408002
45,1975-01-25,122.41067974252076
46,1976-01-25,132.57612518835415
47,1977-01-24,132.57612518835415
48,1978-01-24,135.0753137606191
49,1979-01-24,132.93724060257583
50,1980-01-24,132.93724060257583
51,1981-01-23,130.78241466758317
52,1982-01-23,130.78241466758317
53,1983-01-23,135.6416506924591
54,1984-01-23,135.6416506924591
55,1985-01-22,130.67980390877398
56,1986-01-22,125.44363040256002
57,1987-01-22,135.6416506924591
58,1988-01-22,135.6416506924591
59,1989-01-21,132.6659386869931
60,1990-01-21,145.14605948120152
61,1991-01-21,143.52104011720408
62,1992-01-21,146.89044238095747
63,1993-01-20,152.7876525442624
64,1994-01-20,162.63246845349806
65,1995-01-20,162.63246845349806
66,1996-01-20,152.7876525442624
67,1997-01-19,149.25840086712662
68,1998-01-19,146.89044238095747
69,1999-01-19,169.64653041336663
70,2000-01-19,166.87603992551894
71,2001-01-18,166.87603992551894
72,2002-01-18,158.19647272402904
73,2003-01-18,158.19647272402904
74,2004-01-18,151.68359800786905
75,2005-01-17,153.427980907625
76,2006-01-17,158.19647272402904
77,2007-01-17,153.427980907625
78,2008-01-17,153.427980907625
79,2009-01-16,128.1766598197299
80,2010-01-16,137.29924490052224
81,2011-01-16,150.60025176520406
82,2012-01-16,161.51259184998827
